model_name,model_version,model_size_params,korean_support,test_text,test_type,run_index,load_time_s,ttfa_ms,inference_time_s,audio_duration_s,rtf,vram_before_mb,vram_after_mb,vram_used_mb,vram_peak_mb,sample_rate,output_wav,success,error,notes,timestamp
CosyVoice2-0.5B,,500M,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,20.280886000022292,30272.31839997694,30.290958800003864,56.8,0.5332915281690821,0.0,2443.625,2443.625,4831.83642578125,24000,results_multi_ko\ko_proverb\wav\cosyvoice2\CosyVoice2-0.5B_0.wav,True,,"cross-lingual <|ko|>, campplus CPU",2026-03-03T09:32:41.854097
CosyVoice3-0.5B,,500M,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,21.54560529999435,3737.6722999615595,3.7397101999958977,6.64,0.5632093674692618,0.0,3284.8349609375,3284.8349609375,3454.7021484375,24000,results_multi_ko\ko_proverb\wav\cosyvoice3\CosyVoice3-0.5B_0.wav,True,,zero-shot with <|ko|>,2026-03-03T09:33:18.358558
Qwen3-TTS-0.6B,,0.6B,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,2.060457499930635,21764.588300022297,21.764588300022297,13.76,1.5817288008737134,0.0,2070.3466796875,2070.3466796875,2818.66259765625,24000,results_multi_ko\ko_proverb\wav\qwen3_tts_0.6b\Qwen3-TTS-0.6B_0.wav,True,,"10개 언어 지원, qwen_tts 패키지",2026-03-03T09:34:23.146505
Qwen3-TTS-1.7B,,1.7B,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,2.982180100050755,22866.174700087868,22.866174700087868,13.6,1.681336375006461,0.0,4004.4638671875,4004.4638671875,4753.11181640625,24000,results_multi_ko\ko_proverb\wav\qwen3_tts_1.7b\Qwen3-TTS-1.7B_0.wav,True,,"10개 언어 지원, 고품질",2026-03-03T09:35:32.211655
GPT-SoVITS-V3,,~200M,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,5.68820550001692,4501.514000003226,4.501514000003226,14.154666666666667,0.31802331386609073,0.0,1924.83056640625,1924.83056640625,2179.61083984375,24000,results_multi_ko\ko_proverb\wav\gpt_sovits\GPT-SoVITS-V3_0.wav,True,,"V3 (BigVGAN vocoder), 한국어 지원",2026-03-03T09:36:13.946231
XTTS-v2,,~1.8B,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,25.27865979995113,5510.42539998889,5.51042539998889,20.183333333333334,0.2730185995039912,0.0,1823.1953125,1823.1953125,1974.2421875,24000,results_multi_ko\ko_proverb\wav\xtts\XTTS-v2_0.wav,True,,"17개 언어, 한국어 공식 지원, Coqui",2026-03-03T09:36:56.831506
MeloTTS-KO,,~50M,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,13.540839699911885,902.8704001102597,0.9028704001102597,18.442834467120182,0.048955078012541606,0.0,200.81689453125,200.81689453125,806.95361328125,44100,results_multi_ko\ko_proverb\wav\melotts\MeloTTS-KO_0.wav,True,,"VITS 기반, 한국어 전용, CPU 실시간",2026-03-03T09:37:21.361112
OuteTTS-1.0-0.6B,,0.6B,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,20.071839399985038,49478.420899948105,49.478420899948105,15.333015873015873,3.2269203468982077,0.0,2666.08837890625,2666.08837890625,4039.1630859375,44100,results_multi_ko/ko_proverb/wav/outetss/OuteTTS-1.0-0.6B_0.wav,True,,"LLM 기반 TTS, 9개 언어, zero-shot",2026-03-03T09:39:24.036095
OpenVoice-v2,,~200M,True,"가는 말이 고와야 오는 말이 곱다고 했습니다. 천 리 길도 한 걸음부터 시작되니, 포기하지 말고 꾸준히 노력해 보세요. 세 살 버릇 여든까지 간다는 말처럼, 좋은 습관을 지금 시작하는 것이 중요합니다.",TTS,0,8.374966899980791,2063.4786000009626,2.0634786000009626,18.517913832199547,0.11143148297908803,135.35693359375,345.42333984375,210.06640625,1362.1259765625,22050,results_multi_ko\ko_proverb\wav\openvoice\OpenVoice-v2_0.wav,True,,"한국어 공식 지원, 음성 클론, MeloTTS 기반",2026-03-03T09:40:00.012612
